x,Location,Roll_No,Photo_No,Scale,Latitude,Longitude,Proj_No,Photo_Date,County,Obtained_from_Where,,,,mxd,Photo_Year
999,Arnprior,A20325,55,"15,000",,,14071-001,12/19/67,Renfrew,NAPL,,,,1007,12/19/67
955,Arnprior,RS188,16,"10,000",,,14071-001,7/25/59,Renfrew,NAPL,,,,1008,7/25/59
956,Arnprior,A9546,130,"15,000",,,14071-001,10/16/45,Renfrew,NAPL,,,,1009,10/16/45
957,Belleville,A2019,40,"15,000",,,14042-001,10/27/29,Belleville,NAPL,,,,1010,10/27/29
985,Belleville,A2019,41,"15,000",,,14042-001,10/27/29,Belleville,NAPL,,,,1011,10/27/29
951,Wellington,A11866,58,"35,000",,,14108-001,5/10/49,PEC,NAPL,,,,1012,5/10/49
952,Wellington,A23843,151,"25,000",,,14108-001,8/10/74,PEC,NAPL,,,,1013,8/10/74
953,Wellington,A26990,79,"9,000",,,14108-001,8/12/86,PEC,NAPL,,,,1014,8/12/86
954,Pickering,A27302,92,"40,000",,,14061-001,7/18/85,Pickering,NAPL,,,,1015,7/18/85
958,Pickering,A27302,97,"50,000",,,14061-001,6/18/88,Pickering,NAPL,,,,1016,6/18/88
959,Grafton,A16867,116,"30,000",,,13068-004,10/20/59,Northumberland,NAPL,,,,1017,10/20/59
960,Grafton,A18742,30,"20,000",,,13068-004,4/28/65,Northumberland,NAPL,,,,1018,4/28/65
961,Grafton,A23979,173,"25,000",,,13068-004,5/06/75,Northumberland,NAPL,,,,1019,5/06/75
962,Grafton,A27083,201,"50,000",,,13068-004,4/24/87,Northumberland,NAPL,,,,1020,4/24/87
963,Grafton,A28172,181,"50,000",,,13068-004,4/06/95,Northumberland,NAPL,,,,1021,4/06/95
939,Goderich,A2157,74,"20,000",,,14331-001,5/30/05,Huron,NAPL,,,,1022,5/30/05
964,Goderich,A20977,70,"40,000",,,14331-001,5/29/69,Huron,NAPL,,,,1023,5/29/69
965,Goderich,A25381,183,"9,000",,,14331-001,4/21/88,Huron,NAPL,,,,1024,4/21/88
966,Goderich,A27546,100,"50,000",,,14331-001,4/12/90,Huron,NAPL,,,,1025,4/12/90
967,Orangeville,A2134,41,"20,000",,,14311-001,5/30/05,Mono,NAPL,,,,1026,5/30/05
968,Orangeville,A2134,43,"20,000",,,14311-001,5/30/05,Mono,NAPL,,,,1027,5/30/05
969,Orangeville,A23664,60,"25,000",,,14311-001,4/18/74,Mono,NAPL,,,,1028,4/18/74
970,Orangeville,A24664,62,"25,000",,,14311-001,4/18/74,Mono,NAPL,,,,1029,4/18/74
971,Orangeville,A27547,10,"50,000",,,14311-001,4/07/90,Mono,NAPL,,,,1030,4/07/90
972,Stirling,,,"20,000",,,14188-001,1930,Marmora,ERIS,,,,1031,1930
973,Stirling,,,"10,000",,,14188-001,1954,Marmora,ERIS,,,,1032,1954
974,Stirling,,,"35,000",,,14188-001,1974,Marmora,ERIS,,,,1033,1974
975,Stirling,,,"50,000",,,14188-001,1987,Marmora,ERIS,,,,1034,1987
976,Stirling,,,"50,000",,,14188-001,1995,Marmora,ERIS,,,,1035,1995
977,Baltimore,A1054,71,"20,000",,,14256-001,1929,Northumberland,NAPL,,,,1036,1929
978,Hillier,A15596,82,"40,000",,,14372-001,11/23/56,Prince Edward County,NAPL,,,,1037,11/23/56
979,Hillier,A17821,14,"25,000",,,14372-001,5/01/63,Prince Edward County,NAPL,,,,1038,5/01/63
980,Hillier,A23817,96,"25,000",,,14372-001,7/24/74,Prince Edward County,NAPL,,,,1039,7/24/74
981,Hillier,A27083,212,"50,000",,,14372-001,4/24/87,Prince Edward County,NAPL,,,,1040,4/24/87
982,Port Perry,A17179,22,"30,000",,,14437-001,9/02/60,Durham,NAPL,,,,1041,9/02/60
983,Port Perry,A20969,139,"40,000",,,14437-001,5/27/69,Durham,NAPL,,,,1042,5/27/69
984,Carlton Place,A10245,35,"15,000",,,14417-001,7/27/46,Ottawa,NAPL,,,,1043,7/27/46
986,Carlton Place,A16526,77,"30,000",,,14417-001,5/30/59,Ottawa,NAPL,,,,1044,5/30/59
987,Carlton Place,A20309,96,"15,000",,,11417-001,12/01/67,Ottawa,NAPL,,,,1045,12/01/67
988,Carlton Place,A24878,162,"25,000",,,14417-001,5/06/78,Ottawa,NAPL,,,,1046,5/06/78
989,Carlton Place,A31582,59,"25,000",,,14417-001,4/11/96,Ottawa,NAPL,,,,1047,4/11/96
990,Kinmount,A4882,144,"15,000",,,14306-001,5/14/35,Burnt River,NAPL,,,,1048,5/14/35
991,Kinmount,A18800,115,"20,000",,,14306-001,5/13/65,Burnt River,NAPL,,,,1049,5/13/65
992,Gosport,A23544,23,"20,000",,,13282-002,5/19/73,Northumberland,NAPL,,,,1050,5/19/73
993,Gosport,A23544,25,"20,000",,,13282-002,5/19/73,Northumberland,NAPL,,,,1051,5/19/73
994,Gosport,A26999,120,"9,000",,,13282-002,8/24/86,Northumberland,NAPL,,,,1052,8/24/86
995,Brighton ,A17793,122,"15,000",,,14365-001,8/08/62,Northumberland,NAPL,,,,1053,8/08/62
1000,Whitby,A18587,78,"20,000",,,12195-002,8/06/64,Durham,NAPL,,,,1054,8/06/64
1001,Ottawa,A27211,25,"20,000",,,14408-001,9/27/87,Ottawa,NAPL,,,,1055,9/27/87
1002,Ottawa,A31478,88,"25,000",,,14507-001,7/30/87,Ottawa,NAPL,,,,1056,7/30/87
1003,Trenton,A26975,61,"6,000",,,14528-001,7/21/86,Quinte West,NAPL,,,,1057,7/21/86
1004,Kingston,A26478,21,"25,000",,,14502-001,05/23/1984,Kingston,NAPL,,,,1058,05/23/1984
1005,Prescott,A12451,256,"15,000",,,14613-001,05/07/1950,Leeds Grenville,NAPL,,,,1059,05/07/1950
1006,Prescott,A17828,207,"25,000",,,14613-001,05/14/1963,Leeds Grenville,NAPL,,,,1060,05/14/1963
1007,Prescott,A23293,52,"20,000",,,14613-001,06/01/1973,Leeds Grenville,NAPL,,,,1061,06/01/1973
1008,Prescott,A28056,264,"50,000",,,14613-001,05/12/1994,Leeds Grenville,NAPL,,,,1062,05/12/1994
1009,Tyendinaga,A15596,69,"40,000",,,14388-001,11/23/1956,Hastings,NAPL,,,,1063,11/23/1956
1010,Tyendinaga,A17772,88,"15,000",,,14388-001,08/02/1962,Hastings,NAPL,,,,1064,08/02/1962
1011,Tyendinaga,A23663,234,"35,000",,,14388-001,04/17/1974,Hastings,NAPL,,,,1065,04/17/1974
1012,Tyendinaga,A23663,236,"35,000",,,14388-001,04/17/1963,Hastings,NAPL,,,,1066,04/17/1963
1013,Tyendinaga,A26406,6,"20,000",,,14388-001,08/31/1983,Hastings,NAPL,,,,1067,08/31/1983
1014,Tyendinaga,A28172,93,"50,000",,,14388-001,04/06/1995,Hastings,NAPL,,,,1068,04/06/1995
1015,Kingston,A19484,128,"25,000",,,14658-001,04/11/1969,Kingston,NAPL,,,,1069,04/11/1969
1016,Kingston,A23663,218,"35,000",,,14658-001,04/17/1974,Kingston,NAPL,,,,1070,04/17/1974
1017,Kingston,A23478,20,"25,000",,,14658-001,05/23/1984,Kingston,NAPL,,,,1071,05/23/1984
1018,Brantford,A17288,32,"25,000",,,14578-001,04/18/1961,Brant,NAPL,,,,1072,04/18/1961
1019,Brantford,A22899,161,"25,000",,,14578-001,07/28/1972,Brant,NAPL,,,,1073,07/28/1972
1020,Brantford,A27537,191,"50,000",,,14578-001,10/22/1989,Brant,NAPL,,,,1074,10/22/1989
1021,Clarington,A18588,154,,,,12588-001,5/8/1964,Clarington,NAPL Trent,,,,1075,5/8/1964
1022,Wiarton,A6025,85,"20,000",,,14673-001,06/20/1938,Bruce County,NAPL,,,,1076,06/20/1938
1023,Wiarton,A18521,18,"30,000",,,14673-001,08/05/1964,Bruce County,NAPL,,,,1077,08/05/1964
1024,Wiarton,A26630,32,"25,000",,,14673-001,11/02/1984,Bruce County,NAPL,,,,1078,11/02/1984
1025,Hanover,A6201,70,"20,000",,,14673-002,08/18/1938,Grey County,NAPL,,,,1079,08/18/1938
1026,Hanover,A20969,89,"40,000",,,14673-002,05/26/1969,Grey County,NAPL,,,,1080,05/26/1969
1027,Hanover,A27224,54,"50,000",,,14673-002,10/12/1987,Grey County,NAPL,,,,1081,10/12/1987
1028,Caledon East,A10116,97,"20,000",,,14673-003,07/01/1946,,NAPL,,,,1082,07/01/1946
1029,Caledon East,A23664,184,"25,000",,,14673-003,04/18/1974,,NAPL,,,,1083,04/18/1974
1030,Caledon East,A27548,36,"50,000",,,14673-003,04/18/1990,,NAPL,,,,1084,04/18/1990
1031,Hamilton,A4699,7,"20,000",,,14673-005,06/29/1934,,NAPL,,,,1085,06/29/1934
1032,Hamilton,A13067,58,"15,000",,,14673-005,10/18/1950,,NAPL,,,,1090,10/18/1950
1033,Hamilton,A22911,3,"35,000",,,14673-005,07/28/1972,,NAPL,,,,1091,07/28/1972
1034,Hamilton,A27801,85,"25,000",,,14673-005,05/06/1992,,NAPL,,,,1092,05/06/1992
1035,Trenton,A26976,69,"20,000",,,14745-001,07/21/1986,Trenton,NAPL,,,,1093,07/21/1986
1036,Trenton,A27609,203,"20,000",,,14745-001,07/24/1990,Trenton,NAPL,,,,1094,07/24/1990
1037,Alfred,,,"10,000",,,14738-001,1994,United Counties of Prescott & Russell,ERIS,,,,1095,1994
1038,Alfred,,,"10,000",,,14738-001,1987,United Counties of Prescott & Russell,ERIS,,,,1096,1987
1039,Alfred,,,"10,000",,,14738-001,1975,United Counties of Prescott & Russell,ERIS,,,,1097,1975
1040,Alfred,,,"10,000",,,14738-001,1952,United Counties of Prescott & Russell,ERIS,,,,1098,1952
1041,Severn Bridge,,,"10,000",,,14739-001,1954,Muskoka,ERIS,,,,1099,1954
1042,Severn Bridge,,,"10,000",,,14739-001,1967,Muskoka,ERIS,,,,1100,1967
1043,Severn Bridge,,,"10,000",,,14739-001,1976,Muskoka,ERIS,,,,1101,1976
1044,Severn Bridge,,,"10,000",,,14739-001,1987,Muskoka,ERIS,,,,1102,1987
1045,Severn Bridge,,,"10,000",,,14739-001,1995,Muskoka,ERIS,,,,1103,1995
1046,Pefferlaw,A19540,133,"35,000",,,14684-001,1966,Durham,NAPL,,,,1104,1966
1047,Pefferlaw,A24314,14,"50,000",,,14684-001,1976,Durham,NAPL,,,,1105,1976
1048,Pefferlaw,A28173,37,"50,000",,,14684-001,1995,Durham,NAPL,,,,1106,1995
1049,Cavan,A178,29,"20,000",,,14626-001,1928,,NAPL,,,,1107,1928
1050,Cavan,A23979,76,"25,000",,,14626-001,1975,,NAPL,,,,1108,1975
1051,Manilla,RA35,67,"15,000",,,13165-001,09/08/1927,Durham,NAPL,,,,1109,09/08/1927
1052,Manilla,A19540,130,"35,000",,,13165-001,06/30/1965,Durham,NAPL,,,,1110,06/30/1965
1053,Owen Sound,A5982,91,"20,000",,,14804-001,06/03/1938,Grey County,NAPL,,,,1111,06/03/1938
1054,Owen Sound,A17616,106,"25,000",,,14804-001,07/23/1962,Grey County,NAPL,,,,1112,07/23/1962
1055,Owen Sound,A23283,3,"20,000",,,14804-001,05/04/1973,Grey County,NAPL,,,,1113,05/04/1973
1056,Owen Sound,A27291,164,"9,000",,,14804-001,05/17/1988,Grey County,NAPL,,,,1114,05/17/1988
1057,Owen Sound,A28250,69,"20,000",,,14804-001,09/30/1995,Grey County,NAPL,,,,1115,09/30/1995
1058,Innisfil,RA45,31,"15,000",,,14744-001,10/10/1927,Simcoe,NAPL,,,,1116,10/10/1927
1059,Innisfil,A10079,38,"20,000",,,14744-001,06/26/1946,Simcoe,NAPL,,,,1117,06/26/1946
1060,Port Perry,A23679,16,"25,000",,,14623-001,05/03/1974,Durham,NAPL,,,,1118,05/03/1974
1061,Georgina,RA20,7,"15,000",,,14324-001,09/04/1927,York Region,NAPL,,,,1119,09/04/1927
1062,Georgina,RA20,9,"15,000",,,14324-001,09/04/1927,York Region,NAPL,,,,1120,09/04/1927
1063,Whitby,A23664,217,"25,000",,,14631-001,04/18/1974,Durham,NAPL,,,,1121,04/18/1974
1064,Burlington,A17288,166,"25,000",,,14455-001,04/18/1961,Halton,NAPL,,,,1122,04/18/1961
1065,Burlington,A22910,6,"35,000",,,14455-001,07/25/1972,Halton,NAPL,,,,1123,07/25/1972
1066,Burlington,A26888,74,"25,000",,,14455-001,04/25/1986,Halton,NAPL,,,,1124,04/25/1986
1067,Burlington,A27801,110,"25,000",,,14455-001,05/06/1992,Halton,NAPL,,,,1125,05/06/1992
1068,Collingwood,A20972,85,"40,000",,,14727-001,05/27/1969,Simcoe,Trent,,,,1126,05/27/1969
1069,Bowmanville,RA40,94,"15,000",,,14211-001,09/15/1927,Clarington,NAPL,,,,1127,09/15/1927
1070,Bowmanville,A19799,40,"25,000",,,14211-001,10/20/1966,Clarington,NAPL,,,,1128,10/20/1966
1071,Bowmanville,A24833,107,"25,000",,,14211-001,04/24/1978,Clarington,NAPL,,,,1129,04/24/1978
1072,Cameron,A109,35,"20,000",,,14791-001,06/16/1928,Kawartha Lakes,NAPL,,,,1130,06/16/1928
1073,Cameron,A16868,76,"30,000",,,14791-001,10/20/1959,Kawartha Lakes,NAPL,,,,1131,10/20/1959
1074,Cameron,A19541,170,"35,000",,,14791-001,07/01/1966,Kawartha Lakes,NAPL,,,,1132,07/01/1966
1075,Cameron,A24312,104,"50,000",,,14791-001,04/08/1976,Kawartha Lakes,NAPL,,,,1133,04/08/1976
1076,Cameron,A27111,40,"50,000",,,14791-001,07/04/1987,Kawartha Lakes,NAPL,,,,1134,07/04/1987
1077,Cameron,A28173,188,"50,000",,,14791-001,04/14/1995,Kawartha Lakes,NAPL,,,,1135,04/14/1995
1078,Thornbury,A5982,3,"20,000",,,14151-002,06/03/1938,Collingwood,NAPL,,,,1136,06/03/1938
1079,Thornbury,A18782,145,"35,000",,,14151-002,05/19/1965,Collingwood,NAPL,,,,1137,05/19/1965
1080,Thornbury,A23283,43,"20,000",,,14151-002,05/04/1973,Collingwood,NAPL,,,,1138,05/04/1973
1081,Thornbury,A27224,17,"50,000",,,14151-002,10/12/1987,Collingwood,NAPL,,,,1139,10/12/1987
1082,Thornbury,A28173,261,"50,000",,,14151-002,04/14/1995,Collingwood,NAPL,,,,1140,04/14/1995
1083,Woodstock,A9210,73,"20,000",,,14935-001,09/03/1945,,NAPL,,,,1141,09/03/1945
1084,Woodstock,A18349,55,"20,000",,,14935-002,05/03/1964,,NAPL,,,,1142,05/03/1964
1085,Woodstock,A27537,150,"50,000",,,14935-003,10/22/1989,,NAPL,,,,1143,10/22/1989
1086,Caledon,A10100,93,"20,000",,,14970-001,07/02/1946,Peel,NAPL,,,,1144,07/02/1946
1087,Caledon,A13118,57,"40,000",,,14970-001,05/10/1951,Peel,NAPL,,,,1145,05/10/1951
1088,Caledon,A28173,149,"50,000",,,14970-001,04/14/1995,Peel,NAPL,,,,1146,04/14/1995
1089,Caledon,A20969,185,"40,000",,,14970-001,27/04/1969,Peel,Trent U,,,,1147,27/04/1969
1090,Niagara,A4753,12,"20,000",,,14833-001,07/08/1934,Niagara,NAPL,,,,1148,07/08/1934
1091,Niagara,A4753,13,"20,000",,,14833-001,07/08/1934,Niagara,NAPL,,,,1149,07/08/1934
1092,Niagara,A4753,14,"20,000",,,14833-001,07/08/1934,Niagara,NAPL,,,,1150,07/08/1934
1093,Niagara,A16991,49,"25,000",,,14833-001,04/27/1960,Niagara,NAPL,,,,1151,04/27/1960
1094,Niagara,A24284,80,"35,000",,,14833-001,10/23/1975,Niagara,NAPL,,,,1152,10/23/1975
1095,Niagara,A26035,21,"35,000",,,14833-001,06/23/1982,Niagara,NAPL,,,,1153,06/23/1982
1096,Niagara,A27302,208,"50,000",,,14833-001,06/17/1988,Niagara,NAPL,,,,1154,06/17/1988
1097,Brighton,A1914,42,"15,000",,,14809-001,10/08/1929,Northumberland,NAPL,,,,1155,10/08/1929
1098,Brighton,A11866,24,"35,000",,,14809-001,05/10/1949,Northumberland,NAPL,,,,1156,05/10/1949
1099,Brighton,A19867,35,"25,000",,,14809-001,04/28/1967,Northumberland,NAPL,,,,1157,04/28/1967
1100,Brighton,A28172,177,"50,000",,,14809-001,04/06/1995,Northumberland,NAPL,,,,1158,04/06/1995
1101,Port Hope,A16867,101,"30,000",,,14755-001,10/20/1959,Northumberland,NAPL,,,,1159,10/20/1959
1102,Port Hope,A19799,104,"25,000",,,14755-001,10/20/1966,Northumberland,NAPL,,,,1160,10/20/1966
1103,Port Hope,A23664,118,"25,000",,,14755-001,04/18/1974,Northumberland,NAPL,,,,1162,04/18/1974
1104,Port Hope,A27302,32,"50,000",,,14755-001,06/17/1988,Northumberland,NAPL,,,,1163,06/17/1988
1105,Norwood,A16868,1,"30,000",,,14288-001,10/20/1959,Peterborough,NAPL,,,,1164,10/20/1959
1106,Norwood,A18327,47,"20,000",,,14288-001,05/13/1965,Peterborough,NAPL,,,,1165,05/13/1965
1107,Norwood,A27083,117,"50,000",,,14288-001,04/24/1987,Peterborough,NAPL,,,,1166,04/24/1987
1108,Trenton,A18753,12,"25,000",,,14816-001,04/27/1964,Quinte West,NAPL,,,,1167,04/27/1964
1109,Trenton,A25661,35,"25,000",,,14816-001,04/09/1981,Quinte West,NAPL,,,,1168,04/09/1981
1110,Trenton,A28172,141,"50,000",,,14816-001,04/06/1995,Quinte West,NAPL,,,,1169,04/06/1995
1111,Kingston,A11466,26,"15,000",,,14940-001,05/27/1948,Kingston,NAPL,,,,1170,05/27/1948
1112,Kingston,A19773,109,"40,000",,,14940-001,09/27/1966,Kingston,NAPL,,,,1180,09/27/1966
1113,Kingston,A26478,30,"25,000",,,14940-001,05/24/1984,Kingston,NAPL,,,,1181,05/24/1984
1114,Sheffield,A2110,22,"20,000",,,15117-001,04/20/1930,Lennox Addington,NAPL,,,,1182,04/20/1930
1115,Sheffield,A11459,101,"15,000",,,15117-001,05/26/1948,Lennox Addington,NAPL,,,,1183,05/26/1948
1116,Sheffield,A16530,77,"30,000",,,15117-001,05/31/1959,Lennox Addington,NAPL,,,,1184,05/31/1959
1117,Sheffield,A16530,79,"30,000",,,15117-001,05/31/1959,Lennox Addington,NAPL,,,,1185,05/31/1959
1118,Sheffield,A23663,22,"35,000",,,15117-001,04/18/1974,Lennox Addington,NAPL,,,,1186,04/18/1974
1119,Sheffield,A23663,24,"35,000",,,15117-001,04/18/1974,Lennox Addington,NAPL,,,,1187,04/18/1974
1120,Sheffield,A26649,164,"25,000",,,15117-001,04/29/1985,Lennox Addington,NAPL,,,,1188,04/29/1985
1121,Sheffield,A28173,157,"50,000",,,15117-001,04/15/1995,Lennox Addington,NAPL,,,,1189,04/15/1995
1122,Colbourne,A24315,231,"50,000",,,6697-005,04/12/1976,Northumberland,NAPL,,,,1190,04/12/1976
1123,Keswick,RA18,100,"15,000",,,14762-002,07/21/1927,Georgina,NAPL,,,,1191,07/21/1927
1124,Keswick,A10101,27,"20,000",,,14762-002,07/03/1946,Georgina,NAPL,,,,1192,07/03/1946
1125,Keswick,A16871,158,"30,000",,,14762-002,10/21/59,Georgina,NAPL-Trent,,,,1193,10/21/59
1126,Prince Edward,A11866,51,"35,000",,,15027-001,05/11/1949,Prince Edward County,NAPL,,,,1194,05/11/1949
1127,Prince Edward,A23294,41,"20,000",,,15027-002,06/11/1973,Prince Edward County,NAPL,,,,1195,06/11/1973
1128,Prince Edward,A27007,61,"9,000",,,15027-003,08/31/1986,Prince Edward County,NAPL,,,,1196,08/31/1986
1129,Prince Edward,A28172,173,"5,000",,,15027-004,04/07/1995,Prince Edward County,NAPL,,,,1198,04/07/1995
1130,Napanee,A2110,35,"20,000",,,15076-002,04/20/1930,Prince Edward County,NAPL,,,,1199,04/20/1930
1131,Napanee,A17774,103,"25,000",,,15076-002,08-03-1962,Prince Edward County,NAPL,,,,1200,08-03-1962
1132,Napanee,A26649,34,"25,000",,,15076-002,04/29/1985,Prince Edward County,NAPL,,,,1202,04/29/1985
1133,Napanee,A28172,75,"50,000",,,15076-002,04/07/1995,Prince Edward County,NAPL,,,,1203,04/07/1995
1134,L’Amble,A5113,84,"20,000",,,15015-001,08/25/1935,Hastings,NAPL,,,,1204,08/25/1935
1135,L’Amble,A9233,149,"20,000",,,15015-002,09/10/1945,Hastings,NAPL,,,,1205,09/10/1945
1136,L’Amble,A18589,186,"20,000",,,15015-003,08/30/1964,Hastings,NAPL,,,,1206,08/30/1964
1137,L’Amble,A24316,245,"50,000",,,15015-004,04/14/1976,Hastings,NAPL,,,,1207,04/14/1976
1138,L’Amble,A28178,35,"50,000",,,15015-005,04/24/1995,Hastings,NAPL,,,,1208,04/24/1995
1139,Grimsthorpe,A5112,84,"20,000",,,,08/24/1935,Hastings,NAPL,,,,1209,08/24/1935
1140,Keswick,A10079,47,"20,000",,,15315-001,06/27/1946,York Region,NAPL,,,,1210,06/27/1946
1141,Keswick,A16871,48,"30,000",,,15315-002,10/21/1959,York Region,NAPL,,,,1211,10/21/1959
1142,Keswick,A20973,70,"35,000",,,15315-003,06/10/1969,York Region,NAPL,,,,1212,06/10/1969
1143,Elmvale,A28175,89,"50,000",,,15053-001,04/17/1995,Simcoe,NAPL,,,,1213,04/17/1995
1144,Elmvale,A25650,15,"50,000",,,15053-001,04/06/1981,Simcoe,NAPL,,,,1214,04/06/1981
1145,Elmvale,A24340,37,"50,000",,,15053-001,05/09/1976,Simcoe,NAPL,,,,1215,05/09/1976
1146,Pembroke,A12546,402,"15,000",,,15375-001,05/21/1950,Renfrew,NAPL,,,,1216,05/21/1950
1147,Pembroke,A18149,62,"20,000",,,15375-001,08/25/1963,Renfrew,NAPL,,,,1217,08/25/1963
1148,Pembroke,A21469,98,"35,000",,,15375-001,06/12/1970,Renfrew,NAPL,,,,1218,06/12/1970
1149,Pembroke,A21469,100,"35,000",,,15375-001,06/12/1970,Renfrew,NAPL,,,,1219,06/12/1970
1150,Pembroke,A26300,8,"50,000",,,15375-001,06/19/1983,Renfrew,NAPL,,,,1220,06/19/1983
1151,Pembroke,A27998,8,"50,000",,,15375-001,11/07/1993,Renfrew,NAPL,,,,1221,11/07/1993
1152,Perth,A6028,10,"7,000",,,15373-001,06/21/1938,Lanark,NAPL,,,,1222,06/21/1938
1153,Perth,A11457,108,"15,000",,,15373-001,05/18/1948,Lanark,NAPL,,,,1223,05/18/1948
1154,Perth,A18523,101,"35,000",,,15373-001,08/07/1964,Lanark,NAPL,,,,1224,08/07/1964
1155,Inverary,A19484,11,"25,000",,,15530-001,04/12/1969,Frontenac,NAPL,,,,1225,04/12/1969
1156,Inverary,A23663,119,"35,000",,,15530-001,04/18/1974,Frontenac,NAPL,,,,1226,04/18/1974
1157,Inverary,A27074,190,"20,000",,,15530-001,12/01/1986,Frontenac,NAPL,,,,1228,12/01/1986
1158,Petersburg,A13118,158,158,,,15506-001,05/11/1951,Waterloo,NAPL,,,,1229,05/11/1951
1159,Petersburg,A22458,154,"25,000",,,15506-001,05/07/1972,Waterloo,NAPL,,,,1231,05/07/1972
1160,Petersburg,A25947,86,"25,000",,,15506-001,04/01/1982,Waterloo,NAPL,,,,1232,04/01/1982
1161,Burlington,A4816,92,"20,000",,,14455-001,09/09/1934,hALTON,NAPL,,,,1233,09/09/1934
1162,Windermere,HA377,1,"15,000",,,15203-001,1927-07-10,Muskoka Lakes,NAPL,,,,1234,1927-07-10
1163,Windermere,A17576,128,"25,000",,,15203-001,1962-05-04,Muskoka Lakes,NAPL,,,,1235,1962-05-04
1164,Windermere,A22319,183,"40,000",,,15203-001,1971-07-02,Muskoka Lakes,NAPL,,,,1236,1971-07-02
1165,Windermere,A26300,131,"50,000",,,15203-001,1983-06-20,Muskoka Lakes,NAPL,,,,1240,1983-06-20
1166,Windermere,A27996,71,"50,000",,,15203-001,1993-11-18,Muskoka Lakes,NAPL,,,,1241,1993-11-18
1167,Burlington,A17177,4,"30,000",,,15525-001,1960-09-02,Halton,NAPL,,,,1242,1960-09-02
1168,Burlington,A22910,2,"35,000",,,15525-001,1972-07-26,Halton,NAPL,,,,1243,1972-07-26
1169,Burlington,A22910,3,"35,000",,,15525-001,1972-07-26,Halton,NAPL,,,,1244,1972-07-26
1170,Burlington,A4815,83,"20,000",,,15525-002,1934-09-28,Halton,NAPL,,,,1245,1934-09-28
1171,Penetanguishine,A10081,71,"20,000",,,15657-001,06/27/1946,Simcoe,NAPL,,,,1246,06/27/1946
1172,Penetanguishine,A19916,74,"20,000",,,15657-001,05/26/1967,Simcoe,NAPL,,,,1247,05/26/1967
1173,St. Catharines,A28247,63,"20,000",,,15784-001,09/28/1995,Peel,NAPL,,,,1248,09/28/1995
1174,St. Catharines,A26421,56,"25,000",,,15784-001,09/30/1983,Peel,NAPL,,,,1249,09/30/1983
1175,St. Catharines,A24284,70,"35,000",,,15784-001,10/24/1975,Peel,NAPL,,,,1250,10/24/1975
1176,St. Catharines,A13996,94,"15,000",,,15784-001,05/23/1954,Peel,NAPL,,,,1251,05/23/1954
1177,St. Catharines,A19358,88,"15,000",,,15784-001,09/26/1965,Peel,NAPL,,,,1252,09/26/1965
1178,St. Catharines,A19358,89,"15,000",,,15784-001,09/26/1965,Peel,NAPL,,,,1253,09/26/1965
1179,St. Catharines,A19358,90,"15,000",,,15784-001,09/26/1965,Peel,NAPL,,,,1254,09/26/1965
1180,Almonte,A10345,241,"30,000",,,15807-001,1946-08-08,Lanark,NAPL,,,,1269,1946-08-08
1181,Almonte,A19674,206,"35,000",,,15807-001,1966-07-30,Lanark,NAPL,,,,1270,1966-07-30
1182,Almonte,A23190,225,"25,000",,,15807-001,1973-04-18,Lanark,NAPL,,,,1279,1973-04-18
1183,Almonte,A31327,11,"15,000",,,15807-001,1983-06-30,Lanark,NAPL,,,,1280,1983-06-30
1184,Almonte,A31737,200,"15,000",,,15807-001,1996-05-31,Lanark,NAPL,,,,1281,1996-05-31
1185,Chelmsford,220,12,"15,840",,,15319-001,1946-,Sudbury,Sudbury GIS,,,,1282,1946-
1186,Port Perry,A18859,18,"25,000",,,14273-001,1965-07-01,Durham Region,NAPL,,,,1283,1965-07-01
1187,Port Perry,A24340,171,"50,000",,,14273-001,1976-05-09,Durham Region,NAPL,,,,1284,1976-05-09
1188,Port Perry,A25673,22,"50,000",,,14273-001,1981-04-26,Durham Region,NAPL,,,,,1981-04-26
1189,Severn ,RA2,2,"15,000",,,15677-001,1927-03-01,Simcoe,NAPL,,,,,1927-03-01
1190,Severn ,A9190,119,"20,000",,,15677-001,1945-09-06,Simcoe,NAPL,,,,,1945-09-06
1191,Severn ,A19915,110,"20,000",,,15677-001,1967-05-25,Simcoe,NAPL,,,,,1967-05-25
1192,Severn ,A24312,133,"50,000",,,15677-001,1976-04-09,Simcoe,NAPL,,,,,1976-04-09
1193,Chelmsford,4103,136,"10,800",,,15319-001,1956-,Sudbury,Sudbury GIS,,,,,1956-
1194,Chelmsford,2,114,"30,000",,,15319-001,1975-,Sudbury,Sudbury GIS,,,,,1975-
1195,Chelmsford,34,74,"5,900",,,15319-001,1981-,Sudbury,Sudbury GIS,,,,,1981-
1196,Chelmsford,35,7,"6,000",,,15319-001,1993-,Sudbury,Sudbury GIS,,,,,1993-
1197,Blackstock,,,,,,15234-001,,Durham,NAPL,,,,,
1198,Ottawa,A27244,26,"12,000",,,15828-001,1987-11-15,Ottawa,NAPL,,,,,1987-11-15
1199,Oshawa,A18588,158,"20,000",,,15776-001,1964-08-05,Oshawa,NAPL,,,,,1964-08-05
1200,Oshawa,A23664,103,"25,000",,,15776-001,1974-04-19,Oshawa,NAPL,,,,,1974-04-19
1201,Blackstock,A24340,182,,,,15234-001,05/09/1976,Durham,NAPL,,,,,05/09/1976
1202,Stone Mills Township,A11396,33,"25,000",,,15972-001,1948-07-02,Lennox Addington,NAPL,,,,,1948-07-02
